id,name,type,fias_id,district_id
57,Серп Деревня,Деревня,d6224b8a-ca88-4632-a5fc-016dcea53d85,0
58,Сосновка Деревня,Деревня,70189a82-64a2-4211-acb2-ffc6d560adfe,0
59,Старая Шудья Деревня,Деревня,2d3f68dd-ed62-44be-8dab-39c776adeeb9,0
60,Старая Юмья Деревня,Деревня,858fd37b-f541-4e4a-907b-355d3bec1abf,0
61,Старый Утчан Деревня,Деревня,4d176510-9c3f-4ab3-9558-449a21692532,0
62,Сям-Какси Деревня,Деревня,552ebff8-3e9a-40d9-bb55-daa7030c860d,0
63,Татарский Тоймобаш Деревня,Деревня,8c97b67d-f6d2-49f2-8fb6-cdd3513ba0dc,0
64,Татарское Кизеково Деревня,Деревня,9ca23db9-801e-4378-b4cb-3c930c650d2b,0
65,Удмуртский Вишур Деревня,Деревня,d07a4771-9ef9-4c43-b1f5-c1016d3f4875,0
66,Удмуртский Тоймобаш Деревня,Деревня,18ebd171-b581-43d5-a234-ea2e0222f959,0
67,Удмуртский Ятцаз Деревня,Деревня,19a3b80c-f241-45fa-a3b5-49ce828e018c,0
68,Удмуртское Гондырево Деревня,Деревня,456b4057-9c26-4c3a-8a0c-2f1ade251d76,0
69,Удмуртское Кизеково Деревня,Деревня,eeb12dad-f01b-458f-b053-ef4a6026f404,0
70,Холодный ключ Деревня,Деревня,cc120e07-ecdf-4e5a-a876-98504e41835f,0
71,Чемошур-Куюк Деревня,Деревня,9d7405e9-e0b1-4462-b44b-58218fed534a,0
72,Черный Ключ Деревня,Деревня,4942d812-1999-415f-bdea-dd07f55f2147,0
73,Чумали Деревня,Деревня,2507861a-e044-4b69-911f-1013968ea71e,0
74,Шадрасак Кибья Деревня,Деревня,778d5aa4-861d-489b-8f85-4138536249ef,0
75,Шайтаново Деревня,Деревня,b3301754-c32c-47bc-8828-f9c4279f6340,0
76,Шаршада Деревня,Деревня,011c3869-2090-4228-9d65-5e08915c3a2f,0
77,Шишкино Деревня,Деревня,3644fd66-64f6-4d30-b0a0-c180547d95ac,0
78,Шубино Деревня,Деревня,611a35d1-6192-4109-9445-d0fc6e8d6be9,0
79,Юмьяшур Деревня,Деревня,8e8deda0-fbac-4d85-8e82-570ffea7cbe0,0
80,Ятцазшур Деревня,Деревня,97bb14dd-4302-4283-b955-38b7172ab065,0
81,Адам Деревня,Деревня,f1c74d65-1d14-4958-b5dc-675e5d7a0354,1
82,Адам Деревня,Деревня,dc212544-d532-40f0-98db-ca95e4e70d72,1
83,Андреевцы Деревня,Деревня,60f5617a-13d9-4601-bc7a-f4275a32de82,1
84,Андрейшур Село,Село,98fadd34-9776-4b8e-998b-78b35f909798,1
85,Архипята Деревня,Деревня,e5f81145-6a5a-4e77-b12c-cdbc33c608d6,1
86,Афонино Деревня,Деревня,6e9c797f-02a7-4d01-ab80-9859f2b0cc7d,1
87,Ахмади Деревня,Деревня,9f7abe91-788a-4d39-910f-ab3faf46487e,1
88,Базаны Деревня,Деревня,43580b3f-2de4-4872-93af-395521e95a00,1
89,Балезино Поселок,Поселок,37a370c6-cb68-4fff-8cf4-0896795f1b8c,1
90,Балезино Село,Село,6b25e5db-bcb0-4a00-a219-53048899ee9d,1
91,Балезино-3 Поселок,Поселок,2591370b-03ad-4ee3-b5be-cf0840e1a24b,1
92,Бахтиево Деревня,Деревня,dcb6df34-e6ad-41d7-a6f8-5f2e219377c2,1
93,Бектыш Деревня,Деревня,5adfba90-2991-4e94-8c7e-d4caa085442a,1
94,Беляны Деревня,Деревня,fe6543c0-ec0f-4019-afb2-b206d06bf67b,1
95,Бисарпи Деревня,Деревня,d1f92539-f37c-46a1-a954-5c87b26d899d,1
96,Битчимшур Деревня,Деревня,b5245cfd-6803-4c1d-988e-a4842a4fd9f2,1
97,Бозгон Деревня,Деревня,6fa51285-e017-4900-9fbe-71e5cc78440c,1
98,Большое Сазаново Деревня,Деревня,320c62ff-8158-447e-91be-b08b6fff6b40,1
99,Большой Варыж Деревня,Деревня,11ae56e6-93ca-4964-9fe8-46ecb1a55cc7,1
100,Большой Унтем Деревня,Деревня,c11605d0-7720-4221-b67f-e8aba34378ec,1
101,Бурино Деревня,Деревня,4353420a-721a-479e-ac29-d1f707fb0c3b,1
102,Быдыпи Деревня,Деревня,6024f258-d2e5-41e7-a978-bf8879fb842a,1
103,Ваньки Деревня,Деревня,379424c4-8c6e-4b64-bd0a-0413a44f8de7,1
104,Ванягурт Деревня,Деревня,0aa33e91-17a8-436e-896c-d972830920c2,1
105,Васенки Деревня,Деревня,35df4e72-7590-41ef-a2dc-e5e378e0a8d1,1
106,Василята Деревня,Деревня,e3a27ce1-3fd2-4dcf-9f12-03c234534bf1,1
107,Васютенки Деревня,Деревня,8b5ae8d0-f7b0-439c-bb21-1fd9f220c0ea,1
108,Верх-Кестым Деревня,Деревня,d46f105c-8116-4765-93bd-9c2d980d9719,1
109,Верх-Люк Деревня,Деревня,547c917f-4339-4b67-bc77-ea6602fd00bc,1
110,Верх-Люкино Деревня,Деревня,7f301c7a-f314-436b-84e0-23c8944fdfc8,1
111,Верх-Туга Деревня,Деревня,49c0d3c6-4e10-485b-b7c8-7bf88acef2a3,1
112,Воегурт Деревня,Деревня,154138ae-9fae-4645-bdea-e9273f7aece6,1
113,Возешур Деревня,Деревня,63439ae9-8918-4231-892d-2465de20af35,1
114,Вотино Деревня,Деревня,8f9a8082-e307-4cd4-99bd-6748a5548ede,1
115,Гаревская Деревня,Деревня,3e3e8f5a-0b22-48a1-bbbf-220bbb3a9d4c,1
116,Гарченцы Деревня,Деревня,945f7674-14e5-4cf1-b4ae-6751f7b7a7ae,1
117,Гордино Деревня,Деревня,1d3c57fd-ddef-4571-9c39-76d1d4b99ec2,1
118,Гуменки Деревня,Деревня,830bd64f-0553-4796-a299-13afd9d6ef6b,1
119,Демино Деревня,Деревня,8f18028a-aa49-418e-b17a-b646540cc6a7,1
120,Дениспи Деревня,Деревня,d9d25f6e-7184-44af-b45b-16c64d725e9a,1
121,Дома 1186 км Починок,Починок,27b8bbf8-5e33-4476-aa1a-6b1934ce84e9,1
122,Дома 1189 км Населенный пункт,пункт,20ed88db-2a65-4f6e-9d17-c5416ca3dd7f,1
123,Дома 1205 км Починок,Починок,8f80133e-e2cf-4783-a68b-6f82985a0c18,1
124,Дома 1208 км Хутор,Хутор,a5ed6e99-b286-4c0f-a415-35b675c9013b,1
125,Дома 1211 км Хутор,Хутор,50ebf30c-4e57-45ab-9849-2c6e83dbb533,1
126,Дома 1214 км Починок,Починок,a7aec3c2-c1ac-4a74-8e8e-2541cf0d399f,1
127,Ермилово Деревня,Деревня,70fe25b2-d7d1-4173-94e4-34e9a34bf1b8,1
128,Жобшур Деревня,Деревня,9de95d66-ac6c-44e1-8a46-80df4a65a7da,1
129,Замятьево Деревня,Деревня,323d97ef-a5c5-4f9b-9c49-8e5280bc6b0d,1
130,Заречный Село,Село,67375c55-c366-4c39-90e2-daf577aeae12,1
131,Зилай Деревня,Деревня,618960e7-a948-4e15-99e2-289adb5fff9b,1
132,Зилай Село,Село,14c27923-cffb-4fc7-a09a-55a3a8eb1f51,1
133,Зотино Деревня,Деревня,9e289a8b-161f-4d20-a7f2-b18b7b6c321d,1
134,Зяниево Деревня,Деревня,4623ed0a-0536-4fdf-8220-7d00880d906f,1
135,Зятчашур Деревня,Деревня,e028bca5-bfe4-44c4-a5de-6f17dd2ff1f8,1
136,Исаково Деревня,Деревня,701e973f-df3b-4639-957f-a1c00545f6fa,1
137,Каменное Заделье Село,Село,6a312f15-ae23-48ee-8d92-42e40e2d240a,1
138,Карйыл Деревня,Деревня,84f85766-0881-4dca-bfa3-9842acd01795,1
139,Карсовай Село,Село,190289ef-4cca-4ef7-b715-fa3803359536,1
140,Кер-Нюра Деревня,Деревня,ea154ec8-32d9-452c-8795-a080d878fe10,1
141,Кестым Деревня,Деревня,0680e581-5ef7-450f-939a-b11a53ba03c0,1
142,Кипрята Деревня,Деревня,f987d0a3-cfe7-46ad-8e71-a7912243476e,1
143,Киренки Деревня,Деревня,b362ad64-279c-480f-b539-7279a72028c8,1
144,Кирино Село,Село,24580eef-044f-435d-bde9-0442a34a67c1,1
145,Киршонки Деревня,Деревня,f0616138-e079-4132-9504-25f89bc38c62,1
146,Кобиньпи Деревня,Деревня,87dfe91e-13c6-49e5-8be8-e54dae192a0b,1
147,Кожило Деревня,Деревня,ead4233c-ce8d-4e0c-8cea-5a863b600039,1
148,Коньково Деревня,Деревня,bc94c053-0cd3-422e-ad57-cc3eb37845ca,1
149,Коровай Деревня,Деревня,6c43201f-d150-41e6-885b-05463b9ba089,1
150,Коровино Деревня,Деревня,7c310558-fa44-4c1c-a64d-593b733e873a,1
151,Коршуново Деревня,Деревня,89521b91-36f3-4fef-8296-cf0a6e7d68f4,1
152,Котегово Деревня,Деревня,29cddad8-06d1-4c17-8572-28dab90c8862,1
153,Котомка Деревня,Деревня,42dd2142-f838-4bcf-bddc-0176e0e71d71,1
154,Кузем Деревня,Деревня,dd4e81c8-e504-4190-9c42-9a11ed5f7ffa,1
155,Лебеди Деревня,Деревня,bcb06cf6-710e-4618-a547-cec3eba39859,1
156,Люк Деревня,Деревня,ece3b4eb-f107-4e8c-b659-6752c0a65ac9,1
157,Люк Село,Село,1d983840-1cbe-43a5-bf33-04fa88377b15,1
158,Максенки Деревня,Деревня,b5629df0-63e4-4d77-a1c3-afc18936c7b8,1
159,Малое Сазаново Деревня,Деревня,3028c664-1bdf-4fae-b0c9-170d09799c4e,1
160,Малый Ягошур Деревня,Деревня,ab075962-c27e-4d34-820a-ad7635711586,1
161,Мартеленки Деревня,Деревня,f9302a63-7bd0-4dfa-a8c0-6b6e5fe6d915,1
162,Марченки Деревня,Деревня,86e319cc-f97e-4b52-b422-ac72b613b680,1
163,Мокино Деревня,Деревня,18141171-da5f-4734-a99d-de29ad54d082,1
164,Мосены Деревня,Деревня,78c77f93-ddb6-4f25-918b-0098b735a620,1
165,Мувыръяг Деревня,Деревня,df6f788f-a930-424a-9556-2e974853b8c3,1
166,Некрасовцы Деревня,Деревня,b13bf0b0-6c28-42ed-9725-782c729a9c6f,1
167,Нововолково Село,Село,e4773218-89c9-496d-87a4-ebfa15a1f3f2,1
168,Новое Липово Деревня,Деревня,2d32c61f-790e-468a-9ed7-3896a2a06ca5,1
169,Новоселы Деревня,Деревня,5a023dcc-6ab4-4bf9-88c0-cfdad9600ea9,1
170,Новый Кеп Деревня,Деревня,09736c9e-d282-4f04-a25c-5860d5371777,1
171,Нурызово Деревня,Деревня,ad4b98f5-fe9d-4af7-983f-3e21f3290b0b,1
172,Оросово Деревня,Деревня,8a9cf0e4-c4c9-48cc-93f4-332ab0b2ed0b,1
173,Павлушата Деревня,Деревня,0eb4c35b-5648-44dd-8225-2ead83c916cd,1
174,Падера Деревня,Деревня,f1dd01d1-362a-422c-8bd6-d5685cd5a73a,1
175,Петровцы Деревня,Деревня,6d0b7610-81a8-44e5-9c68-4fae6880b32f,1
176,Петровцы Деревня,Деревня,19b3be47-240a-42b8-827d-6c6bca6f54b1,1
177,Петухово Деревня,Деревня,f9c7039d-7d4e-4685-a948-67b3247a0956,1
178,Пибаньшур Деревня,Деревня,6725371b-166d-4ce9-a018-dcb1261661bc,1
179,Пироково Деревня,Деревня,594511c5-c67b-4fad-ba67-05cdd4f4395c,1
180,Подборново Деревня,Деревня,70aa6bfc-083f-466a-8490-4c2426a5f7f7,1
181,Полишонки Деревня,Деревня,a09fc9e5-731d-4b4a-8831-e197ecf7b4af,1
182,Порошино Деревня,Деревня,85ca6158-597e-4106-ab24-f071e4d98929,1
183,Потемкино Деревня,Деревня,9d071ad6-6c9b-4bea-94f8-e316627a6d59,1
184,Пулыб Деревня,Деревня,8b7996f0-2fcf-4c1d-ae20-74a2ed3221c1,1
185,Пыбья Село,Село,e78a6aa4-92f4-4786-8d86-d76c010a19af,1
186,Пышкец Деревня,Деревня,51bc1a3c-2ff5-4937-8ad3-8888d6641eac,1
187,Рахмал Деревня,Деревня,7f14d3c9-a835-4261-8b62-14162353a79d,1
188,Речка Люк Деревня,Деревня,bf779e42-2b93-40c4-a3a2-dc5164413fe2,1
189,Русский Пибаньшур Деревня,Деревня,6c85cd73-e601-473a-b972-aa2ebb6de44d,1
190,Север Деревня,Деревня,a36a39ec-c08b-4a4e-9af0-ea1d7e6c5ad4,1
191,Седъяр Деревня,Деревня,e6a1535b-feb1-4a86-a899-607a7c150afb,1
192,Сенькачум Деревня,Деревня,8deaa331-dd39-4224-8e8c-07f1508d2207,1
193,Сергино Село,Село,544a118a-9dd0-4e2b-8e93-e4dc79b8e3dd,1
194,Сизево Деревня,Деревня,0b719927-7033-464d-9bc3-57a3a12085a0,1
195,Сосновка Деревня,Деревня,98e3c7c9-544a-4e65-8334-e88d6372a4c0,1
196,Старый Кеп Деревня,Деревня,15e90775-99f7-46e1-8b9a-50b9cdeb46d0,1
197,Такапи Деревня,Деревня,6c4d608b-8d0f-49d6-b4f2-79be6da34dd4,1
198,Торлино Деревня,Деревня,819f044d-5634-48f3-8129-434b00aae5b7,1
199,Тугей Деревня,Деревня,98951478-ed1d-414c-b813-91eb97bd0f81,1
200,Тукташ Деревня,Деревня,3c7cfe98-8f76-436d-bbce-c78a55b8c8c9,1
201,Турецкое Село,Село,9b017f7f-1da4-432d-b0e4-7c872a93e2be,1
202,У Речки Даниловка Деревня,Деревня,62d1bd82-542f-4d9f-bd7e-0ed1ca78a5fc,1
203,Удмуртский Пибаньшур Деревня,Деревня,abf7cf3d-c41a-4d15-b026-1c00a96af167,1
204,Ушур Деревня,Деревня,0fb6abfa-ab2a-4f81-b7dc-26adc33c79d9,1
205,Чебаны Деревня,Деревня,ad9ba929-0efc-4319-b5b8-6e8d2f9e6d37,1
206,Чуялуд Деревня,Деревня,a1879566-a9d0-445b-b542-939ec884cb56,1
207,Шарпа Деревня,Деревня,6c38c4c2-131a-4d29-b6eb-598c7e587829,1
208,Шолоково Деревня,Деревня,d8e75ded-8980-4642-b86d-927de3599dd5,1
209,Шур Деревня,Деревня,a582071a-de37-4df4-b108-47cb110a7155,1
210,Шур Починок,Починок,3275fdb5-f96f-438f-941d-dc01d7aabd3b,1
211,Эркешево Деревня,Деревня,88abc213-71f8-4244-9c8a-0b6c9b7284fd,1
212,Юлдырь Деревня,Деревня,0fcee789-a80e-4f90-8038-cefa030c8314,1
213,Юнда Село,Село,596f9dec-9ff6-4b7e-8154-3dad8858efff,1
214,Ягварь Деревня,Деревня,0032fd0a-a5ac-4ce1-a2e0-ccf1b3bb8ece,1
215,Ягошур Деревня,Деревня,55bddd40-618e-4796-ac50-b2d2f5cf7cb3,1
216,Ягошур Деревня,Деревня,4b0775eb-a996-4c7c-905b-01766fefe614,1
217,Бармино Деревня,Деревня,81499d26-7fe2-4253-84d4-15d873ae1e03,2
218,Березек Деревня,Деревня,83f32278-14ac-4c7f-91d4-ef65656dabdd,2
219,Берлуд Деревня,Деревня,d5a39d7a-410f-40ed-8f3a-d7b4594b6a89,2
220,Большая Гурезь-Пудга Деревня,Деревня,ff13f337-a7b7-4b9c-9f9f-f370f552e867,2
221,Большая Докья Деревня,Деревня,de5ea38c-ba91-484b-859e-4e1c61a858ff,2
222,Большая Можга Деревня,Деревня,0493f006-39b1-48ac-b45c-034d72841acf,2
223,Большое Волково Деревня,Деревня,4e01b251-3e5d-455f-96a9-6c8ab35f96f3,2
224,Брызгалово Село,Село,34ce8274-bcdf-4333-b972-3a56031bd8be,2
225,Вавож Село,Село,add57d44-8329-4f51-ab85-e12f34a284f5,2
226,Вавож Станция,Станция,1d90e92b-f6f3-4217-84ac-8a0bc371a5b3,2
227,Валадор Деревня,Деревня,06f231ea-78b1-4504-9652-663530a9c696,2
228,Васькино Деревня,Деревня,a7ff79a5-0c9e-446b-bfb3-243cedf5ea4c,2
229,Вишур Деревня,Деревня,412f0ec1-ba5d-439d-959e-aece76848a3b,2
230,Водзимонье Село,Село,2e014917-92af-4e3c-9111-499a4e9e87f9,2
231,Волипельга Село,Село,d527e1de-cc18-4ae9-a914-9f6e549e7520,2
232,Гуляево Деревня,Деревня,64b2815d-3f20-4388-9130-62ea94288533,2
233,Гуляевская железнодорожная площадка Станция,Станция,546bc806-dd06-41b1-bbdc-37930dc378ca,2
234,Дубровка Деревня,Деревня,e1b8853f-0288-43bc-83cc-10bf10f0a198,2
235,Жуе-Можга Деревня,Деревня,43e6acff-18cd-4c51-8ee6-b7345d4fa0f3,2
236,Заря Деревня,Деревня,7b27579a-8671-4f33-8a7a-0b77f3193f80,2
237,Зеленая Роща Деревня,Деревня,3e57956f-efba-4edf-a38b-e2da372caf66,2
238,Зетловай Деревня,Деревня,81a26563-07e5-4f3d-ac94-f1f7c0d718a0,2
239,Зяглуд-Какся Деревня,Деревня,f0049518-95aa-484d-a086-24c705834453,2
240,Зядлуд Деревня,Деревня,107ac8ce-83e6-4cda-9d7a-ea6c35a47140,2
241,Зямбайгурт Деревня,Деревня,796429aa-84df-4fbe-a2aa-dd3d7684abf0,2
242,Иваново-Вознесенск Деревня,Деревня,931f63fb-f4d8-4dc5-a4ad-c22d45a58612,2
243,Инга Деревня,Деревня,2d7b465e-0408-4c4a-929c-6bde2cc96360,2
244,Какмож Село,Село,e49b80ba-f084-432f-9a96-bc800db2a1c9,2
245,Какмож-Итчи Деревня,Деревня,7e60e553-9a82-49a8-a5cd-8695f593676a,2
246,Каменный Ключ Село,Село,deece952-7776-4827-9443-2536a34f27f4,2
247,Карсо Деревня,Деревня,769b0a43-ac69-4d4a-8be8-f8011f3a5117,2
248,Касихино Деревня,Деревня,01214a6f-db9a-4882-99b1-bddb19e1f6dc,2
249,Квачи Деревня,Деревня,0b2748fe-1426-4ed2-b595-af946ddc4239,2
250,Квашур Деревня,Деревня,969dd0ad-dcdf-4399-8c89-286f505b591e,2
251,Колногорово Деревня,Деревня,8d2a1ea1-8e11-4b00-be37-bb1ffb060496,2
252,Косая Можга Деревня,Деревня,225caeda-a45f-4a54-9110-ac6ee30fee64,2
253,Котья Деревня,Деревня,31d00647-f09f-46e2-bbc5-52f3d98bb62a,2
254,Кочежгурт Деревня,Деревня,3c89095a-db22-4839-b736-2f227922bb10,2
255,Лыстем Деревня,Деревня,0869add1-d6c1-4361-b60a-1d27670996b2,2
256,Макарово Деревня,Деревня,770102e0-f954-4122-bc52-42888ef1bf6b,2
257,Малиновка Деревня,Деревня,b89983d4-0b72-474d-a0a8-82d2f09bb05e,2
258,Малый Зяглуд Деревня,Деревня,1ff3f4fb-35bf-46aa-8d71-d40380632e43,2
259,Мокрецово Деревня,Деревня,6d71bfb7-a5ee-4862-a42a-90d11ae7acce,2
260,Монья Деревня,Деревня,f6f3d056-52ee-4cae-b149-6a2f59359fad,2
261,Нардомас Деревня,Деревня,45197cad-df20-47cd-a068-05e7cc73e51c,2
262,Нижний Юсь Деревня,Деревня,fd6fa8ae-3564-4a88-b11a-9981fd3e9be6,2
263,Новая Бия Деревня,Деревня,93c499b8-cdc8-4a9f-85b4-dfdba211b8a5,2
264,Новое Водзимонье Деревня,Деревня,603b8dbd-2174-4b71-954a-31cce3e10a0c,2
265,Новотроицкий Деревня,Деревня,a887b0a8-23e3-48fb-acf6-93a4569a27c9,2
266,Новые Какси Деревня,Деревня,402806a8-c023-447f-a02b-fe45f7f94170,2
267,Нюрдор-Котья Село,Село,674376e5-fb43-4d74-90d9-f036ff4d437c,2
268,Нюрпод Деревня,Деревня,7656d52c-f3fa-4d98-aea7-a41158faecc0,2
269,Ожги Деревня,Деревня,e4ee709e-5432-48e5-b4e3-bc6bc9247414,2
270,Октябрьский Деревня,Деревня,ef04dd70-d58e-46d9-92a8-0964f81e2703,2
271,Пужмоил Деревня,Деревня,d522ad4f-6593-4364-9d26-6c409a48ece2,2
272,Русская Изопельга Деревня,Деревня,0226f60d-56ef-4a96-b038-62370e7e86bf,2
273,Слудка Деревня,Деревня,717ad2f8-72a7-424c-99a4-eca82cf28f1f,2
274,Старая Бия Деревня,Деревня,1f0a5966-ace8-49b0-9c74-2350ec12c117,2
275,Старое Жуё Деревня,Деревня,c75c5db5-238c-4f71-a428-7efe1eedd77c,2
276,Сэръя Деревня,Деревня,cd6e6f32-e61d-40f5-9a7a-3c6e184ce683,2
277,Тушмо Деревня,Деревня,f86b4340-08c5-4ff6-876b-38b859946c1a,2
278,Тыловыл-Пельга Село,Село,462d1994-cec9-47e2-b9a9-79759c304f63,2
279,Уе-Докья Деревня,Деревня,21445101-a762-4935-9c1b-e81517891dcd,2
280,Холодный Ключ Деревня,Деревня,06b901f6-154d-43e4-b0c0-6fe2ea30ce59,2
281,Чемошур-Докья Деревня,Деревня,34fc1ec2-13c2-4324-b07d-1f75e7ffd965,2
282,Четкерь Деревня,Деревня,fd3017b2-9959-4e44-b265-b0a7f813f681,2
283,Чудзялуд Деревня,Деревня,f9221d87-5736-4492-85b3-af658e437860,2
284,Южно-Какможский Деревня,Деревня,6ee140d1-cf3f-4572-ae85-02d3e6ab8461,2
285,Яголуд Деревня,Деревня,9f91fc48-6cca-4761-8dbc-6f48ea94bd09,2
286,Бакаи Деревня,Деревня,f2677520-a19c-49ad-aeba-4aef682c8ea4,3
287,Березники Деревня,Деревня,bfc649e6-514c-4db5-bfad-df958ebba504,3
288,Беркуты Деревня,Деревня,38cca461-8a80-4ebf-b45c-ad518fd7403a,3
289,Болгуры Деревня,Деревня,33a61b06-1228-4e8e-8285-544a9ee52fa4,3
290,Болгуры Починок,Починок,664438a0-29f5-461f-a16b-be9088019427,3
291,Большая Кивара Деревня,Деревня,7b224391-da1d-478b-a1c0-854c1437a75c,3
292,Верхне-Позимь Деревня,Деревня,d38b1b52-4cee-4f03-99dd-d20eb621217f,3
293,Верхняя Талица Деревня,Деревня,4fa625ad-6248-43e5-a5f3-3c470c012b0a,3
294,Владимировский Починок,Починок,2c49b0e8-54d1-4a00-8c5f-cf201958b1ba,3
295,Вязовая Деревня,Деревня,c443491b-40fc-4965-99bb-7e3fbd9948f0,3
296,Гавриловка Деревня,Деревня,725e6801-e356-49ea-88a3-3c53857bbf70,3
297,Галево Село,Село,8013bfcd-9fe1-4c28-b867-90e413373e72,3
298,Гамы Деревня,Деревня,dc379575-5cb4-4939-8d18-13888dde3b73,3
299,Гольянский Починок,Починок,c71f8c06-b04b-4682-935b-c16d7755c8d8,3
300,Гришанки Деревня,Деревня,fa8b1bbf-1c8b-4428-9d9e-86c9be096de9,3
